Year,Month,monthly_anomaly,monthly_uncertainty,annual_anomaly,annual_uncertainty,five_year_anomaly,five_year_uncertainty,ten_year_anomaly,ten_year_uncertainty,twenty_year_anomaly,twenty_year_uncertainty
1766,8,0.364,2.104,-0.574,1.022,-0.903,0.787,-1.122,0.663,-1.020,0.629
1766,9,1.131,1.940,-0.577,0.989,-0.915,0.777,-1.119,0.664,-1.021,0.630
1766,10,-1.328,2.235,-0.612,0.989,-0.899,0.766,-1.084,0.664,-1.018,0.630
1766,11,-0.389,2.423,-0.751,1.004,-0.889,0.768,-1.075,0.678,-1.007,0.631
1766,12,-0.684,2.680,-0.608,1.107,-0.830,0.783,-1.050,0.693,-0.993,0.631
1767,1,-1.768,4.345,-0.603,1.073,-0.808,0.784,-1.079,0.681,-0.976,0.634
1767,2,-0.769,7.134,-0.544,1.109,-0.796,0.792,-1.077,0.680,-0.975,0.629
1767,3,-0.713,4.358,-0.703,1.116,-0.768,0.795,-1.089,0.682,-0.974,0.629
1767,4,-1.538,3.305,-0.676,1.082,-0.849,0.798,-1.092,0.685,-0.980,0.632
1767,5,-2.274,1.621,-0.681,1.461,-0.906,0.792,-1.106,0.685,-0.988,0.633
1767,6,1.576,2.253,-0.780,1.569,-0.993,0.792,-1.112,0.683,-1.003,0.632
1767,7,-0.843,3.299,-0.833,1.200,-1.008,0.781,-1.111,0.681,-1.020,0.633
1767,8,1.077,1.862,-0.716,1.242,-1.027,0.793,-1.114,0.694,-1.034,0.631
1767,9,-0.780,1.661,-0.908,1.524,-1.095,0.818,-1.120,0.693,-1.045,0.629
1767,10,-1.009,1.814,-1.016,1.311,-1.102,0.840,-1.096,0.704,-1.043,0.629
1767,11,-0.445,5.168,-1.033,1.379,-1.115,0.854,-1.079,0.706,-1.041,0.632
1767,12,-1.879,3.685,-1.361,1.251,-1.089,0.912,-1.047,0.719,-1.041,0.631
1768,1,-2.395,5.527,-1.369,1.110,-1.088,0.890,-1.024,0.724,-1.032,0.632
1768,2,0.635,6.213,-1.550,1.092,-1.092,0.905,-1.027,0.718,-1.013,0.628
1768,3,-3.018,4.733,-1.598,1.069,-1.095,0.928,-1.009,0.721,-1.017,0.629
1768,4,-2.834,2.114,-1.680,1.039,-1.105,0.908,-0.995,0.729,-1.004,0.632
1768,5,-2.477,2.348,-1.847,1.169,-1.108,0.921,-0.970,0.728,-1.002,0.633
1768,6,-2.358,2.075,-1.746,1.278,-1.107,0.864,-0.962,0.738,-1.006,0.636
1768,7,-0.938,3.016,-1.568,1.698,-1.032,0.877,-0.975,0.750,-0.997,0.635
1768,8,-1.097,2.045,-1.748,2.219,-1.119,0.875,-0.971,0.762,-0.991,0.640
1768,9,-1.355,2.826,-1.661,2.854,-1.139,0.885,-0.956,0.770,-0.977,0.641
1768,10,-1.997,2.269,-1.465,2.709,-1.149,0.888,-0.931,0.770,-0.964,0.646
1768,11,-2.452,4.903,-1.337,3.202,-1.144,0.884,-0.923,0.781,-0.967,0.642
1768,12,-0.661,7.321,-1.095,3.224,-1.152,0.891,-0.893,0.781,-0.967,0.644
1769,1,-0.267,7.416,-1.039,3.076,-1.147,0.885,-0.904,0.783,-0.970,0.645
1769,2,-1.520,4.343,-1.004,3.464,-1.146,0.909,-0.921,0.787,-0.964,0.649
1769,3,-1.977,4.803,-0.913,3.217,-1.178,0.904,-0.916,0.788,-0.964,0.652
1769,4,-0.484,4.192,-1.038,3.159,-1.143,0.897,-0.882,0.790,-0.955,0.659
1769,5,-0.943,5.069,-1.178,2.785,-1.153,0.917,-0.823,0.796,-0.942,0.662
1769,6,0.548,2.229,-1.318,1.960,-1.173,0.925,-0.799,0.811,-0.947,0.664
1769,7,-0.259,2.143,-1.472,1.670,-1.166,0.906,-0.782,0.823,-0.942,0.666
1769,8,-0.676,3.790,-1.391,1.459,-1.167,0.901,-0.771,0.831,-0.936,0.664
1769,9,-0.269,1.332,-1.530,1.520,-1.225,0.895,-0.762,0.839,-0.930,0.665
1769,10,-3.497,2.019,-1.507,1.770,-1.213,0.880,-0.765,0.845,-0.925,0.666
1769,11,-4.137,1.541,-1.558,1.472,-1.210,0.865,-0.774,0.851,-0.919,0.664
1769,12,-2.339,3.990,-1.725,1.192,-1.259,0.874,-0.810,0.852,-0.907,0.663
1770,1,-2.112,5.976,-1.802,1.095,-1.244,0.869,-0.788,0.856,-0.895,0.665
1770,2,-0.551,3.285,-1.801,1.119,-1.271,0.884,-0.773,0.855,-0.891,0.667
1770,3,-3.641,2.595,-1.845,1.203,-1.290,0.882,-0.766,0.854,-0.885,0.671
1770,4,-0.209,6.167,-1.727,1.100,-1.274,0.895,-0.781,0.859,-0.859,0.678
1770,5,-1.552,1.667,-1.496,1.154,-1.267,0.920,-0.771,0.867,-0.837,0.689
1770,6,-1.451,4.420,-1.284,1.127,-1.179,0.931,-0.762,0.873,-0.826,0.694
1770,7,-1.192,2.536,-0.921,1.163,-1.163,0.894,-0.754,0.874,-0.810,0.699
1770,8,-0.663,4.346,-1.168,1.217,-1.227,0.836,-0.754,0.881,-0.810,0.697
1770,9,-0.793,2.355,-1.019,1.180,-1.196,0.865,-0.759,0.882,-0.814,0.689
1770,10,-2.078,2.960,-1.144,1.141,-1.149,0.878,-0.751,0.881,-0.800,0.688
1770,11,-1.365,6.741,-1.042,1.146,-1.089,0.876,-0.743,0.881,-0.792,0.690
1770,12,0.196,4.320,-0.969,1.089,-1.057,0.901,-0.756,0.876,-0.788,0.686
1771,1,2.249,2.376,-0.921,1.120,-1.038,0.918,-0.758,0.881,-0.766,0.683
1771,2,-3.520,2.422,-0.834,1.104,-1.026,0.939,-0.778,0.865,-0.760,0.687
1771,3,-1.850,3.451,-0.830,1.061,-0.989,0.944,-0.792,0.860,-0.762,0.686
1771,4,-1.713,3.927,-0.595,1.108,-0.956,0.939,-0.799,0.861,-0.764,0.689
1771,5,-0.324,6.916,-0.562,1.097,-0.956,0.932,-0.815,0.863,-0.774,0.687
1771,6,-0.581,2.712,-0.738,1.417,-0.898,0.911,-0.816,0.864,-0.798,0.685
1771,7,-0.613,1.410,-1.035,1.693,-0.961,0.791,-0.822,0.860,-0.818,0.680
1771,8,0.386,2.809,-0.813,2.036,-0.939,0.787,-0.825,0.862,-0.818,0.675
1771,9,-0.748,2.066,-1.008,1.874,-0.917,0.789,-0.838,0.859,-0.820,0.684
1771,10,0.740,1.776,-0.931,1.638,-0.865,0.806,-0.837,0.852,-0.807,0.682
1771,11,-0.970,2.508,-1.081,1.267,-0.756,0.816,-0.841,0.850,-0.805,0.688
1771,12,-1.915,3.869,-1.144,1.569,-0.768,0.839,-0.826,0.844,-0.781,0.675
1772,1,-1.318,7.401,-1.087,1.742,-0.755,0.870,-0.796,0.838,-0.802,0.681
1772,2,-0.848,6.582,-1.166,1.740,-0.746,0.877,-0.786,0.822,-0.805,0.660
1772,3,-4.190,1.919,-1.265,1.763,-0.755,0.887,-0.790,0.816,-0.806,0.676
1772,4,-0.788,1.688,-1.332,1.704,-0.682,0.897,-0.802,0.813,-0.800,0.675
1772,5,-2.132,1.422,-1.251,1.458,-0.641,0.906,-0.804,0.810,-0.797,0.673
1772,6,-1.330,4.664,-0.808,1.414,-0.627,0.911,-0.835,0.821,-0.791,0.673
1772,7,0.066,2.680,-0.818,0.972,-0.567,0.924,-0.853,0.829,-0.794,0.680
1772,8,-0.565,2.313,-1.015,0.943,-0.518,0.926,-0.871,0.828,-0.787,0.685
1772,9,-1.937,1.647,-0.763,0.964,-0.438,0.911,-0.876,0.830,-0.777,0.684
1772,10,-0.059,2.155,-0.696,1.039,-0.460,0.896,-0.885,0.824,-0.774,0.688
1772,11,0.007,2.639,-0.425,1.060,-0.427,0.900,-0.906,0.837,-0.777,0.690
1772,12,3.397,3.518,-0.353,1.165,-0.435,0.888,-0.898,0.818,-0.779,0.690
1773,1,-1.437,3.292,-0.341,1.277,-0.419,0.898,-0.883,0.784,-0.772,0.818
1773,2,-3.215,3.094,-0.327,1.338,-0.417,0.896,-0.872,0.754,-0.755,0.826
1773,3,-1.160,2.033,-0.092,1.395,-0.424,0.885,-0.870,0.766,-0.748,0.834
1773,4,0.015,2.746,-0.089,1.293,-0.397,0.885,-0.839,0.767,-0.744,0.842
1773,5,1.121,1.544,-0.292,1.355,-0.378,0.854,-0.833,0.769,-0.735,0.840
1773,6,-0.473,2.361,-0.340,1.261,-0.406,0.878,-0.836,0.773,-0.723,0.828
1773,7,0.215,1.919,-0.560,1.109,-0.484,0.869,-0.827,0.776,-0.734,0.824
1773,8,-0.403,2.171,-0.308,1.274,-0.436,0.858,-0.833,0.785,-0.730,0.830
1773,9,0.885,2.117,-0.263,1.380,-0.446,0.848,-0.809,0.785,-0.737,0.836
1773,10,-0.022,2.104,-0.049,1.203,-0.448,0.840,-0.799,0.793,-0.734,0.836
1773,11,-2.429,4.515,0.324,1.288,-0.485,0.843,-0.807,0.780,-0.739,0.840
1773,12,2.818,3.809,0.352,1.305,-0.481,0.840,-0.818,0.774,-0.739,0.834
1774,1,-4.078,5.123,0.376,1.296,-0.497,0.844,-0.829,0.725,-0.738,0.829
1774,2,-0.182,4.316,0.401,1.289,-0.504,0.835,-0.796,0.712,-0.762,0.820
1774,3,-0.628,2.592,0.257,1.313,-0.499,0.840,-0.789,0.707,-0.765,0.813
1774,4,2.584,2.321,0.335,1.410,-0.531,0.839,-0.784,0.731,-0.768,0.814
1774,5,NaN,NaN,0.393,1.410,-0.529,0.837,-0.762,0.746,-0.768,0.817
1774,6,-0.130,4.026,0.037,1.454,-0.480,0.816,-0.785,0.758,-0.756,0.814
1774,7,0.496,4.054,0.498,1.432,-0.427,0.828,-0.797,0.777,-0.750,0.820
1774,8,-0.099,1.821,0.712,1.334,-0.406,0.817,-0.796,0.781,-0.739,0.814
1774,9,-0.845,1.901,0.864,1.247,-0.355,0.813,-0.789,0.786,-0.734,0.819
1774,10,0.913,4.028,0.518,1.228,-0.391,0.823,-0.763,0.794,-0.749,0.814
1774,11,-1.727,2.599,0.089,1.067,-0.399,0.833,-0.740,0.793,-0.751,0.828
1774,12,-1.457,3.993,-0.061,1.161,-0.412,0.838,-0.731,0.798,-0.766,0.829
1775,1,1.450,5.071,-0.122,1.419,-0.462,0.857,-0.714,0.804,-0.768,0.834
1775,2,2.389,2.229,-0.158,1.626,-0.471,0.853,-0.700,0.806,-0.777,0.847
1775,3,1.190,1.470,-0.188,1.738,-0.461,0.857,-0.680,0.804,-0.797,0.831
1775,4,-1.561,2.589,-0.303,1.345,-0.497,0.837,-0.636,0.800,-0.806,0.819
1775,5,0.448,4.387,-0.176,0.834,-0.545,0.844,-0.594,0.809,-0.811,0.814
1775,6,-1.932,4.976,-0.181,0.869,-0.618,0.815,-0.576,0.810,-0.794,0.808
1775,7,-0.234,2.102,-0.506,0.822,-0.602,0.806,-0.556,0.825,-0.789,0.805
1775,8,-0.529,3.851,-0.758,0.810,-0.517,0.807,-0.558,0.824,-0.785,0.797
1775,9,-1.200,2.813,-1.059,0.803,-0.545,0.799,-0.572,0.812,-0.789,0.798
1775,10,-0.476,2.398,-1.084,0.799,-0.529,0.793,-0.551,0.815,-0.789,0.783
1775,11,-0.204,3.760,-1.333,0.814,-0.578,0.792,-0.547,0.806,-0.791,0.780
1775,12,-1.507,2.339,-1.197,0.821,-0.614,0.784,-0.557,0.810,-0.795,0.780
1776,1,-2.457,2.981,-1.310,0.839,-0.616,0.785,-0.566,0.803,-0.796,0.783
1776,2,-0.633,4.113,-1.271,0.873,-0.639,0.788,-0.534,0.811,-0.807,0.782
1776,3,-2.423,1.748,-1.208,0.907,-0.630,0.792,-0.523,0.807,-0.801,0.774
1776,4,-1.864,2.377,-1.267,0.973,-0.641,0.806,-0.522,0.805,-0.800,0.776
1776,5,-2.533,2.495,-1.319,1.197,-0.658,0.788,-0.523,0.802,-0.800,0.770
1776,6,-0.297,1.745,-1.106,1.156,-0.739,0.800,-0.528,0.796,-0.797,0.763
1776,7,-1.598,3.524,-0.747,1.296,-0.696,0.814,-0.518,0.789,-0.791,0.758
1776,8,-0.057,2.552,-0.660,1.233,-0.652,0.814,-0.514,0.779,-0.794,0.751
1776,9,-0.442,3.123,-0.552,1.217,-0.662,0.818,-0.520,0.786,-0.798,0.747
1776,10,-1.193,3.402,-0.645,1.211,-0.703,0.825,-0.530,0.783,-0.794,0.731
1776,11,-0.825,2.706,-0.649,1.318,-0.768,0.823,-0.535,0.787,-0.810,0.735
1776,12,1.049,3.256,-0.801,1.202,-0.802,0.829,-0.513,0.767,-0.819,0.733
1777,1,1.856,1.883,-0.910,1.150,-0.838,0.839,-0.526,0.782,-0.813,0.742
1777,2,0.407,2.659,-1.000,1.083,-0.846,0.846,-0.533,0.768,-0.813,0.738
1777,3,-1.129,1.933,-1.076,1.051,-0.823,0.854,-0.523,0.785,-0.811,0.724
1777,4,-2.984,2.771,-1.158,0.924,-0.844,0.867,-0.509,0.784,-0.808,0.722
1777,5,-2.573,2.405,-1.330,0.927,-0.838,0.871,-0.488,0.782,-0.802,0.723
1777,6,-2.125,2.310,-1.499,0.909,-0.836,0.886,-0.469,0.780,-0.809,0.730
1777,7,-2.909,2.037,-1.695,0.820,-0.860,0.893,-0.477,0.786,-0.810,0.726
1777,8,-1.135,1.694,-1.570,1.010,-0.881,0.883,-0.460,0.783,-0.817,0.723
1777,9,-1.352,3.396,-1.713,1.119,-0.922,0.887,-0.434,0.779,-0.820,0.723
1777,10,-2.176,1.876,-1.385,1.094,-0.813,0.887,-0.451,0.776,-0.827,0.716
1777,11,-2.887,3.003,-1.322,1.005,-0.761,0.883,-0.476,0.774,-0.831,0.730
1777,12,-0.978,1.945,-1.366,1.115,-0.718,0.888,-0.510,0.766,-0.825,0.719
1778,1,-0.502,3.534,-1.113,1.115,-0.693,0.902,-0.521,0.880,-0.825,0.715
1778,2,1.904,3.220,-1.168,1.171,-0.698,0.897,-0.484,0.893,-0.833,0.701
1778,3,-2.843,2.607,-0.935,1.360,-0.721,0.883,-0.487,0.897,-0.824,0.717
1778,4,0.953,2.535,-0.810,1.431,-0.705,0.898,-0.493,0.904,-0.813,0.720
1778,5,-1.818,2.092,-0.856,1.163,-0.716,0.933,-0.500,0.907,-0.805,0.713
1778,6,-2.648,4.338,-0.947,1.250,-0.707,0.932,-0.485,0.896,-0.794,0.708
1778,7,NaN,NaN,-1.032,1.461,-0.647,0.952,-0.494,0.892,-0.784,0.705
1778,8,NaN,NaN,-0.986,1.898,-0.631,0.953,-0.490,0.891,-0.777,0.698
1778,9,1.440,2.203,-0.851,2.025,-0.601,0.958,-0.517,0.892,-0.770,0.699
1778,10,-0.683,3.097,-0.918,1.889,-0.596,0.959,-0.537,0.899,-0.757,0.697
1778,11,-3.434,3.760,-0.627,1.972,-0.560,0.954,-0.556,0.892,-0.745,0.690
1778,12,-2.064,2.317,-0.588,1.868,-0.576,0.938,-0.585,0.888,-0.751,0.700
1779,1,-1.527,6.612,-0.734,1.853,-0.539,0.919,-0.573,0.897,-0.750,0.693
1779,2,2.459,6.537,-0.635,1.763,-0.525,0.907,-0.603,0.893,-0.754,0.688
1779,3,-1.220,3.386,-0.709,1.730,-0.541,0.896,-0.614,0.886,-0.750,0.680
1779,4,0.139,3.014,-0.680,1.695,-0.528,0.891,-0.654,0.881,-0.752,0.693
1779,5,1.684,2.311,-0.507,1.937,-0.542,0.878,-0.713,0.873,-0.753,0.701
1779,6,-2.181,2.761,-0.446,1.997,-0.547,0.867,-0.713,0.863,-0.754,0.701
1779,7,-1.631,1.954,-0.321,1.577,-0.625,0.882,-0.718,0.857,-0.749,0.706
1779,8,-0.595,2.217,-0.433,1.366,-0.660,0.884,-0.707,0.842,-0.743,0.702
1779,9,0.541,2.202,-0.434,1.337,-0.691,0.913,-0.707,0.835,-0.740,0.701
1779,10,-0.328,2.980,-0.029,1.408,-0.626,0.911,-0.732,0.830,-0.736,0.704
1779,11,-1.354,2.508,0.128,1.452,-0.577,0.905,-0.729,0.843,-0.722,0.703
1779,12,-1.341,3.008,0.362,1.455,-0.527,0.898,-0.722,0.849,-0.706,0.701
1780,1,-0.018,3.149,0.601,1.486,-0.492,0.886,-0.748,0.859,-0.692,0.707
1780,2,1.111,3.184,0.582,1.450,-0.449,0.874,-0.782,0.866,-0.689,0.712
1780,3,-1.235,2.743,0.323,1.390,-0.408,0.867,-0.829,0.851,-0.679,0.709
1780,4,4.999,2.720,0.388,1.386,-0.406,0.874,-0.830,0.845,-0.686,0.702
1780,5,3.566,3.346,NaN,NaN,-0.407,0.868,-0.851,0.828,-0.681,0.699
1780,6,0.625,3.288,NaN,NaN,-0.401,0.873,-0.826,0.821,-0.672,0.696
1780,7,1.242,2.980,NaN,NaN,-0.439,0.986,-0.824,0.817,-0.670,0.702
1780,8,-0.821,3.389,NaN,NaN,-0.452,1.009,-0.817,0.806,-0.666,0.700
1780,9,NaN,NaN,NaN,NaN,-0.429,1.020,-0.818,0.799,-0.662,0.701
1780,10,NaN,NaN,NaN,NaN,-0.456,1.028,-0.826,0.799,-0.657,0.700
1780,11,NaN,NaN,NaN,NaN,-0.422,1.041,-0.838,0.819,-0.659,0.692
1780,12,NaN,NaN,NaN,NaN,-0.355,1.024,-0.833,0.818,-0.667,0.692
1781,1,1.155,3.139,NaN,NaN,-0.371,1.018,-0.834,0.828,-0.676,0.693
1781,2,0.346,3.657,NaN,NaN,-0.340,0.992,-0.836,0.824,-0.670,0.690
1781,3,-0.620,2.238,-0.306,1.049,-0.405,0.983,-0.810,0.822,-0.658,0.691
1781,4,-1.569,2.483,-0.381,1.019,-0.434,0.971,-0.801,0.819,-0.647,0.692
1781,5,-0.406,3.067,-0.448,0.944,-0.454,0.980,-0.785,0.815,-0.643,0.697
1781,6,-1.256,1.650,-0.305,0.904,-0.431,0.959,-0.778,0.806,-0.637,0.695
1781,7,0.649,2.287,-0.637,0.916,-0.449,0.957,-0.760,0.794,-0.635,0.697
1781,8,0.795,1.762,-0.806,1.048,-0.553,0.940,-0.763,0.784,-0.634,0.696
1781,9,-1.400,2.627,-1.004,1.075,-0.566,0.931,-0.757,0.768,-0.632,0.696
1781,10,-0.445,1.405,-0.796,1.183,-0.605,0.913,-0.751,0.756,-0.643,0.695
1781,11,-1.647,3.386,-0.730,1.082,-0.657,0.900,-0.778,0.747,-0.644,0.695
1781,12,0.734,3.653,-0.554,1.049,-0.623,0.880,-0.812,0.747,-0.634,0.692
1782,1,-2.826,2.380,-0.675,1.005,-0.597,0.859,-0.829,0.757,-0.645,0.699
1782,2,-1.680,4.618,-0.623,1.086,-0.568,0.828,-0.840,0.765,-0.644,0.704
1782,3,-2.993,4.916,-0.411,1.106,-0.591,0.809,-0.833,0.764,-0.624,0.710
1782,4,0.929,1.518,-0.545,1.138,-0.621,0.796,-0.814,0.760,-0.620,0.715
1782,5,0.380,1.829,-0.653,1.238,-0.620,0.812,-0.799,0.762,-0.607,0.718
1782,6,0.858,1.485,-0.770,1.106,-0.608,0.816,-0.783,0.758,-0.601,0.713
1782,7,-0.802,2.431,-0.765,1.033,-0.637,0.821,-0.767,0.745,-0.602,0.711
1782,8,1.418,2.182,-0.528,1.371,-0.683,0.833,-0.763,0.739,-0.605,0.705
1782,9,1.149,1.918,-0.405,1.143,-0.735,0.803,-0.764,0.735,-0.599,0.699
1782,10,-2.060,1.988,-0.535,1.317,-0.848,0.793,-0.768,0.734,-0.600,0.701
1782,11,-2.944,2.830,-0.547,1.361,-0.941,0.850,-0.756,0.730,-0.605,0.704
1782,12,-0.667,3.478,-0.505,1.327,-0.934,0.814,-0.751,0.733,-0.623,0.695
1783,1,-2.773,3.127,-0.510,1.252,-0.955,0.783,-0.768,0.738,-0.616,0.692
1783,2,1.164,3.012,-0.624,1.202,-0.935,0.749,-0.793,0.741,-0.599,0.700
1783,3,-1.516,2.484,-0.923,1.231,-0.916,0.738,-0.778,0.745,-0.591,0.699
1783,4,-0.626,2.493,-0.951,1.201,-0.947,0.723,-0.786,0.742,-0.586,0.700
1783,5,0.233,3.077,-1.095,1.160,-0.960,0.717,-0.776,0.741,-0.588,0.702
1783,6,1.367,3.926,-1.096,1.229,-0.958,0.722,-0.753,0.729,-0.581,0.702
1783,7,-0.863,1.880,-1.079,1.420,-1.021,0.739,-0.741,0.718,-0.578,0.704
1783,8,0.051,1.945,-1.494,1.486,-1.042,0.765,-0.722,0.693,-0.573,0.706
1783,9,-2.437,2.299,-1.535,1.589,-1.019,0.753,-0.731,0.684,-0.574,0.709
1783,10,-2.403,2.135,-1.662,1.473,-1.006,0.763,-0.715,0.675,-0.576,0.715
1783,11,-4.668,3.764,-1.806,1.298,-1.010,0.730,-0.683,0.673,-0.571,0.713
1783,12,-0.685,2.254,-1.932,1.194,-0.980,0.718,-0.683,0.681,-0.584,0.714
1784,1,-2.568,3.851,-1.864,1.025,-0.982,0.701,-0.671,0.671,-0.566,0.712
1784,2,-3.818,2.504,-1.773,0.983,-1.002,0.699,-0.712,0.669,-0.568,0.714
1784,3,-2.009,2.598,-1.641,0.915,-0.974,0.691,-0.710,0.664,-0.560,0.714
1784,4,-2.149,2.978,-1.616,0.925,-0.974,0.687,-0.720,0.652,-0.567,0.720
1784,5,-1.492,2.194,-1.333,1.036,-1.014,0.674,-0.743,0.645,-0.584,0.721
1784,6,-0.141,2.577,-1.330,1.073,-1.078,0.663,-0.723,0.633,-0.585,0.722
1784,7,-0.053,3.093,-1.261,1.225,-1.034,0.660,-0.701,0.621,-0.588,0.729
1784,8,1.141,3.442,-1.080,1.278,-1.020,0.674,-0.690,0.609,-0.586,0.730
1784,9,-0.853,2.729,-1.278,1.177,-0.974,0.633,-0.692,0.601,-0.576,0.728
1784,10,-2.102,2.235,-1.249,0.997,-1.001,0.637,-0.709,0.594,-0.584,0.724
1784,11,-1.270,3.437,-1.291,0.974,-1.022,0.637,-0.704,0.592,-0.581,0.729
1784,12,-0.651,2.382,-1.189,1.129,-1.038,0.634,-0.680,0.587,-0.562,0.733
1785,1,-1.734,3.443,-1.186,1.088,-1.043,0.619,-0.671,0.584,-0.567,0.732
1785,2,-1.652,3.967,-1.251,1.048,-1.076,0.615,-0.679,0.585,-0.576,0.726
1785,3,-4.381,4.238,-1.300,1.038,-1.120,0.608,-0.677,0.581,-0.579,0.727
1785,4,-1.796,3.201,-1.241,0.999,-1.131,0.605,-0.735,0.571,-0.570,0.726
1785,5,-2.000,2.204,-1.272,1.091,-1.106,0.597,-0.769,0.601,-0.567,0.718
1785,6,1.079,3.087,-1.289,1.067,-1.101,0.614,-0.768,0.581,-0.562,0.724
1785,7,-0.014,2.328,-1.364,1.024,-1.096,0.655,-0.784,0.564,-0.559,0.721
1785,8,0.358,2.067,-1.299,1.058,-1.135,0.646,-0.775,0.548,-0.552,0.715
1785,9,-1.432,1.566,-0.871,0.984,-1.127,0.660,-0.752,0.548,-0.546,0.718
1785,10,-1.399,4.207,-0.789,0.867,-1.117,0.670,-0.762,0.544,-0.546,0.731
1785,11,-1.638,1.834,-0.674,0.877,-1.130,0.670,-0.771,0.540,-0.552,0.743
1785,12,-0.861,2.230,-0.719,0.822,-1.150,0.676,-0.778,0.544,-0.537,0.745
1786,1,-2.629,2.412,-0.673,0.813,-1.111,0.666,-0.786,0.564,-0.524,0.748
1786,2,-0.875,2.262,-0.739,0.823,-1.103,0.665,-0.807,0.562,-0.523,0.747
1786,3,0.755,4.087,-0.596,0.881,-1.057,0.689,-0.792,0.567,-0.523,0.745
1786,4,-0.811,2.902,-0.515,0.957,-0.996,0.693,-0.772,0.581,-0.517,0.746
1786,5,-0.618,2.782,-0.719,0.996,-0.912,0.722,-0.763,0.574,-0.509,0.745
1786,6,0.540,1.694,-0.902,0.960,-0.934,0.540,-0.746,0.574,-0.506,0.742
1786,7,0.528,1.428,-0.698,0.920,-0.893,0.543,-0.752,0.576,-0.499,0.740
1786,8,-0.431,3.253,-0.699,0.930,-0.870,0.559,-0.754,0.581,-0.498,0.737
1786,9,0.289,2.669,-0.781,1.098,-0.853,0.571,-0.744,0.579,-0.495,0.729
1786,10,-0.435,3.293,-0.772,1.006,-0.835,0.567,-0.757,0.575,-0.496,0.723
1786,11,-4.087,3.090,-0.791,1.006,-0.829,0.559,-0.753,0.570,-0.502,0.716
1786,12,-3.053,2.346,-0.847,1.139,-0.822,0.565,-0.755,0.572,-0.522,0.710
1787,1,-0.184,4.601,-0.980,1.214,-0.805,0.554,-0.765,0.565,-0.531,0.710
1787,2,-0.882,3.823,-0.992,1.143,-0.812,0.541,-0.755,0.574,-0.523,0.718
1787,3,-0.223,2.698,-1.140,1.126,-0.792,0.533,-0.724,0.564,-0.524,0.715
1787,4,-0.703,2.136,-1.332,1.335,-0.798,0.540,-0.730,0.571,-0.518,0.712
1787,5,-0.850,2.851,-1.111,1.266,-0.788,0.531,-0.725,0.575,-0.515,0.714
1787,6,-0.129,3.394,-0.887,1.310,-0.752,0.528,-0.733,0.568,-0.507,0.709
1787,7,-1.068,3.448,-1.078,1.505,-0.704,0.523,-0.727,0.558,-0.494,0.710
1787,8,-0.572,1.903,-1.102,1.601,-0.675,0.522,-0.751,0.550,-0.492,0.708
1787,9,-1.491,1.919,-1.169,1.764,-0.620,0.529,-0.764,0.540,-0.490,0.710
1787,10,-2.737,2.790,-1.111,1.880,-0.621,0.530,-0.750,0.547,-0.489,0.708
1787,11,-1.439,2.838,-1.088,1.682,-0.596,0.535,-0.733,0.550,-0.491,0.705
1787,12,-0.367,2.414,-1.066,1.483,-0.602,0.536,-0.736,0.549,-0.495,0.707
1788,1,-2.476,3.744,-0.854,1.355,-0.613,0.534,-0.712,0.555,-0.492,0.704
1788,2,-1.166,2.976,-0.758,1.272,-0.615,0.543,-0.713,0.559,-0.505,0.709
1788,3,-1.032,3.786,-0.607,1.302,-0.588,0.541,-0.694,0.561,-0.493,0.707
1788,4,-0.006,3.313,-0.276,1.174,-0.577,0.567,-0.680,0.560,-0.498,0.707
1788,5,-0.577,1.818,-0.124,1.078,-0.582,0.566,-0.675,0.556,-0.488,0.717
1788,6,0.139,1.611,-0.262,1.054,-0.598,0.564,-0.676,0.554,-0.476,0.714
1788,7,1.482,2.897,-0.063,1.013,-0.551,0.569,-0.663,0.559,-0.477,0.713
1788,8,0.580,2.299,-0.170,0.986,-0.572,0.550,-0.656,0.573,-0.461,0.717
1788,9,0.310,2.158,-0.167,0.987,-0.566,0.563,-0.630,0.570,-0.465,0.719
1788,10,1.243,1.748,-0.255,1.011,-0.538,0.564,-0.615,0.574,-0.464,0.711
1788,11,0.382,1.653,-0.302,1.053,-0.516,0.576,-0.587,0.584,-0.462,0.698
1788,12,-2.026,4.979,-0.288,1.048,-0.512,0.589,-0.583,0.587,-0.464,0.685
1789,1,-0.077,3.274,-0.331,0.984,-0.522,0.601,-0.559,0.580,-0.459,0.673
1789,2,-2.454,3.291,-0.319,0.989,-0.506,0.616,-0.534,0.591,-0.478,0.662
1789,3,-1.002,3.337,-0.318,0.983,-0.513,0.628,-0.507,0.601,-0.487,0.664
1789,4,-1.055,2.170,-0.625,0.972,-0.540,0.649,-0.480,0.615,-0.492,0.654
1789,5,-1.149,1.957,-0.714,0.998,-0.491,0.640,-0.455,0.627,-0.502,0.650
1789,6,0.311,1.828,-0.421,1.093,-0.432,0.632,-0.457,0.640,-0.494,0.646
1789,7,0.960,2.153,-0.319,1.031,-0.496,0.613,-0.459,0.662,-0.486,0.646
1789,8,0.726,1.883,-0.105,0.958,-0.489,0.604,-0.465,0.667,-0.483,0.643
1789,9,0.325,1.582,-0.109,0.968,-0.474,0.631,-0.445,0.669,-0.486,0.645
1789,10,-2.441,3.974,-0.178,0.956,-0.460,0.634,-0.436,0.670,-0.490,0.643
1789,11,-0.689,2.695,-0.125,0.898,-0.429,0.633,-0.434,0.680,-0.487,0.644
