Pays,Annees,percentTotalEmissions,PerCapita,Mesures,Date de mise en place
Argentina,1993,0.5414593324213298,3.471494485254994,0,0
Argentina,1994,0.5601409659867955,3.558099411580589,0,0
Argentina,1995,0.5745821546375081,3.67414170770385,0,0
Argentina,1996,0.5895323785700965,3.830198391471418,0,0
Argentina,1997,0.60035849877452,3.870270007408554,0,0
Argentina,1998,0.6119972248003146,3.87692639244616,0,0
Argentina,1999,0.6330502924800586,4.030588815412242,0,0
Argentina,2000,0.5942619105098174,3.854991947961404,0,0
Argentina,2001,0.554822837835255,3.587350316501506,0,0
Argentina,2002,0.5062700635341777,3.309683687983803,0,0
Argentina,2003,0.5216087483887778,3.546088323977598,0,0
Argentina,2004,0.5813678897980263,4.094082916822241,0,0
Argentina,2005,0.5780611979932848,4.168128547575908,0,0
Argentina,2006,0.6045062990833238,4.465186020684514,0,0
Argentina,2007,0.5935530877213041,4.414246416624007,0,0
Argentina,2008,0.6163727068565675,4.718224428245795,0,0
Argentina,2009,0.6015604377130508,4.44538780283611,0,0
Argentina,2010,0.5885294553304381,4.606804136454992,0,0
Argentina,2011,0.5790822944057508,4.644106453741734,0,0
Argentina,2012,0.5730598088332295,4.62525961600278,0,0
Argentina,2013,0.5722653624008726,4.589774170919629,0,0
Argentina,2014,0.5740737053117608,4.588229601940496,0,0
Argentina,2015,0.590963530473556,4.6640107478523,0,0
Argentina,2016,0.5953613283812483,4.619085482370784,0,0
Australia,1960,0.957321900287453,8.582936642586754,0,2016
Australia,1961,0.9873953704469212,8.64156901650291,0,2016
Australia,1962,1.001719205778802,8.835688046918637,0,2016
Australia,1963,1.010026026714482,9.226439908675799,0,2016
Australia,1964,1.034553226462735,9.759073430643861,0,2016
Australia,1965,1.089705402749214,10.62232139093783,0,2016
Australia,1966,1.031027131241603,10.3280924384173,0,2016
Australia,1967,1.069641977295352,10.95562479871175,0,2016
Australia,1968,1.056604618751616,11.21016770755267,0,2016
Australia,1969,1.045532554797396,11.6005543504852,0,2016
Australia,1970,0.9928474903420894,11.80289054129687,0,2016
Australia,1971,0.9861085338444676,11.80911756976115,0,2016
Australia,1972,0.9698156400584254,11.95163155498217,0,2016
Australia,1973,0.9989700818875408,12.77968684603886,0,2016
Australia,1974,1.00799441001464,12.55966873132697,0,2016
Australia,1975,1.024058159782042,12.65989980565753,0,2016
Australia,1976,0.963249874153812,12.41679177652676,0,2016
